index,DPD,WTMP,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,Pred,WVHT
2021-03-24 14:40:00,11.0,12.6,0.8,11.1,1.1,9.9,WNW,W,AVERAGE,7.1,-0.38,1.3
2021-03-24 15:40:00,10.0,12.7,0.8,10.5,1.1,9.9,WNW,WNW,AVERAGE,7.3,0.3683333333333332,1.4
2021-03-24 16:40:00,11.0,12.7,0.8,10.5,1.2,9.9,W,WNW,AVERAGE,7.3,1.3683333333333332,1.4
2021-03-24 17:40:00,11.0,12.8,0.8,10.5,1.3,9.9,WNW,WNW,AVERAGE,7.4,2.368333333333333,1.5
2021-03-24 18:40:00,10.0,13.0,0.8,10.5,1.2,9.9,WNW,WNW,AVERAGE,7.4,3.368333333333333,1.4
2021-03-24 21:34:00,8.0,13.9,0.7,18.2,1.2,8.3,SSW,W,AVERAGE,7.2,3.69,1.3
2021-03-24 22:34:00,10.0,13.3,0.6,18.2,1.0,9.9,S,WNW,AVERAGE,6.6,0.17249999999999988,1.2
2021-03-24 23:34:00,11.0,13.4,0.6,10.5,1.0,9.9,W,W,AVERAGE,6.0,0.8275000000000001,1.2
2021-03-25 03:19:00,11.0,13.1,0.6,11.1,1.0,8.3,W,W,AVERAGE,5.7,2.416,1.2
2021-03-25 04:19:00,11.0,13.0,0.6,10.5,1.1,9.9,W,W,AVERAGE,5.4,3.416,1.2
2021-03-25 05:19:00,13.0,12.8,0.6,13.3,1.1,9.9,SSW,W,AVERAGE,5.5,4.4159999999999995,1.2
2021-03-25 08:15:00,18.0,12.7,0.6,18.2,1.0,5.0,SW,W,AVERAGE,5.2,4.88,1.2
2021-03-25 09:15:00,17.0,12.7,0.5,16.7,1.2,5.6,SSW,W,AVERAGE,5.2,6.314285714285714,1.3
2021-03-25 10:15:00,17.0,12.7,0.6,16.7,1.5,5.0,SSW,W,AVERAGE,5.0,5.314285714285714,1.6
2021-03-25 11:15:00,5.0,12.7,0.5,16.7,1.6,5.3,SSW,W,VERY_STEEP,5.1,4.314285714285714,1.6
2021-03-25 12:15:00,6.0,12.7,0.6,16.7,1.7,5.6,SSW,W,VERY_STEEP,5.2,3.314285714285714,1.8
2021-03-25 13:15:00,5.0,12.7,0.6,16.7,1.7,5.3,S,WNW,VERY_STEEP,5.2,2.314285714285714,1.8
2021-03-25 15:16:00,17.0,12.7,0.6,16.7,1.4,7.7,SSW,W,AVERAGE,5.4,-0.54,1.5
2021-03-25 16:16:00,17.0,12.7,0.6,16.7,1.3,7.1,SSW,W,AVERAGE,5.4,0.6866666666666665,1.4
2021-03-25 17:16:00,17.0,12.9,0.5,16.7,1.3,9.1,SSW,W,AVERAGE,5.4,1.6866666666666665,1.4
2021-03-25 18:16:00,9.0,13.0,0.6,16.7,1.4,9.1,SSW,W,AVERAGE,6.0,2.6866666666666665,1.6
2021-03-25 19:16:00,8.0,13.1,0.6,16.7,1.4,8.3,SSW,W,AVERAGE,6.0,3.6866666666666665,1.5
2021-03-25 21:57:00,17.0,13.1,0.6,16.7,1.4,8.3,SSW,WNW,AVERAGE,5.6,3.94,1.5
2021-03-25 22:57:00,10.0,13.2,0.5,10.5,1.5,9.9,WNW,WNW,AVERAGE,5.3,1.7360000000000002,1.6
2021-03-25 23:57:00,8.0,13.2,0.5,10.5,1.5,8.3,WNW,WNW,AVERAGE,5.1,0.7360000000000002,1.5
2021-03-26 00:57:00,5.0,13.3,0.6,16.7,1.7,5.0,SSW,WNW,VERY_STEEP,5.2,0.264,1.8
2021-03-26 03:05:00,5.0,13.1,0.6,15.4,1.7,5.0,SSW,WNW,VERY_STEEP,4.9,1.71,1.8
2021-03-26 04:05:00,15.0,13.0,0.7,15.4,1.6,5.3,SW,WNW,AVERAGE,5.1,1.5950000000000002,1.8
2021-03-26 05:05:00,6.0,12.9,0.7,15.4,1.8,5.6,SW,W,VERY_STEEP,5.2,2.595,1.9
2021-03-26 06:05:00,5.0,12.7,0.6,15.4,1.7,5.3,SW,WNW,VERY_STEEP,5.2,3.595,1.8
2021-03-26 07:05:00,6.0,12.6,0.6,15.4,1.9,5.6,SW,WNW,VERY_STEEP,5.4,4.595,2.0
2021-03-26 09:05:00,6.0,12.5,0.6,15.4,1.9,6.2,SSW,W,VERY_STEEP,5.5,5.04,1.9
2021-03-26 10:05:00,6.0,12.5,0.6,15.4,1.9,5.9,WSW,W,VERY_STEEP,5.7,5.4816666666666665,2.0
2021-03-26 11:05:00,6.0,12.4,0.6,15.4,1.7,5.9,SW,W,VERY_STEEP,5.5,4.4816666666666665,1.8
2021-03-26 12:05:00,15.0,12.4,0.6,15.4,1.4,5.9,WSW,W,AVERAGE,5.7,3.4816666666666665,1.6
2021-03-26 13:05:00,15.0,12.4,0.7,15.4,1.4,8.3,WSW,W,AVERAGE,5.7,2.4816666666666665,1.5
2021-03-26 15:51:00,15.0,12.5,0.7,15.4,1.3,9.1,SW,W,AVERAGE,6.3,-0.55,1.4
2021-03-26 16:51:00,8.0,12.5,0.7,15.4,1.3,8.3,SW,W,AVERAGE,6.6,1.0383333333333336,1.4
2021-03-26 17:51:00,15.0,12.7,0.8,15.4,1.2,9.1,SW,WNW,AVERAGE,7.0,2.0383333333333336,1.4
2021-03-26 18:51:00,15.0,12.9,0.7,15.4,1.2,8.3,WSW,WNW,AVERAGE,6.8,3.0383333333333336,1.4
2021-03-26 19:51:00,7.0,13.3,0.8,14.3,1.2,7.1,WSW,WNW,STEEP,7.2,4.038333333333334,1.4
2021-03-26 22:22:00,10.0,13.6,0.7,13.3,1.1,9.9,W,W,AVERAGE,6.6,4.24,1.3
2021-03-26 23:22:00,11.0,13.4,0.7,10.5,1.1,9.9,WNW,W,AVERAGE,6.2,2.444,1.3
2021-03-27 00:22:00,14.0,13.3,0.7,14.3,1.2,9.9,WSW,WNW,AVERAGE,5.7,1.444,1.4
2021-03-27 03:51:00,13.0,13.0,0.8,13.3,1.1,9.9,W,W,AVERAGE,5.9,1.17,1.4
2021-03-27 04:51:00,11.0,12.9,0.8,10.5,1.0,9.1,W,W,AVERAGE,6.1,1.7200000000000002,1.3
2021-03-27 05:51:00,14.0,12.8,0.8,14.3,1.1,9.9,W,W,AVERAGE,6.5,2.72,1.3
2021-03-27 06:51:00,11.0,12.7,0.9,10.5,1.1,9.9,W,WNW,AVERAGE,6.7,3.72,1.4
2021-03-27 07:51:00,14.0,12.7,1.0,14.3,1.0,9.9,WSW,WNW,SWELL,7.3,4.720000000000001,1.4
2021-03-27 09:54:00,11.0,13.0,0.8,11.1,0.9,9.9,W,W,AVERAGE,7.4,5.07,1.2
2021-03-27 10:54:00,13.0,13.1,0.8,13.3,1.0,8.3,WSW,W,AVERAGE,7.6,5.323333333333333,1.2
2021-03-27 11:54:00,11.0,13.1,0.8,10.5,0.9,9.9,W,WNW,AVERAGE,7.3,4.323333333333333,1.2
2021-03-27 12:54:00,14.0,13.1,0.7,14.3,0.9,9.9,WSW,W,AVERAGE,7.3,3.3233333333333337,1.2
2021-03-27 13:54:00,11.0,13.1,0.7,10.5,0.9,9.9,W,W,AVERAGE,7.3,2.3233333333333337,1.1
2021-03-27 16:25:00,11.0,13.2,0.7,11.1,0.8,9.9,W,W,AVERAGE,7.3,-0.41,1.1
2021-03-27 17:25:00,11.0,13.5,0.7,10.5,0.7,9.9,W,W,SWELL,7.8,1.4116666666666666,1.0
2021-03-27 18:25:00,15.0,14.0,0.6,15.4,0.7,9.1,SW,W,AVERAGE,8.0,2.4116666666666666,0.9
2021-03-27 19:25:00,17.0,13.9,0.7,16.7,0.7,9.9,SW,WNW,SWELL,8.4,3.4116666666666666,1.0
2021-03-27 20:25:00,13.0,14.1,0.7,13.3,0.7,9.1,WSW,WNW,SWELL,8.2,4.411666666666667,1.0
2021-03-27 22:50:00,15.0,14.1,0.7,15.4,0.8,9.1,SSW,W,AVERAGE,7.2,4.58,1.1
2021-03-27 23:50:00,15.0,14.1,0.6,15.4,0.8,9.9,SSW,WNW,AVERAGE,6.4,3.148,1.0
2021-03-28 00:50:00,15.0,13.9,0.6,15.4,0.8,9.9,SSW,WNW,AVERAGE,6.0,2.148,0.9
2021-03-28 04:38:00,15.0,13.4,0.6,15.4,1.1,3.9,SW,WNW,AVERAGE,4.7,0.64,1.2
2021-03-28 05:38:00,15.0,13.2,0.6,15.4,1.0,3.9,SW,WNW,AVERAGE,4.6,1.6683333333333334,1.1
2021-03-28 06:38:00,15.0,12.9,0.7,15.4,0.9,3.9,SW,WNW,AVERAGE,5.1,2.6683333333333334,1.1
2021-03-28 07:38:00,15.0,12.8,0.6,15.4,0.9,4.2,SSW,WNW,AVERAGE,5.4,3.6683333333333334,1.1
2021-03-28 08:38:00,15.0,12.8,0.6,15.4,0.8,4.3,SW,W,AVERAGE,5.6,4.668333333333334,1.0
2021-03-28 10:44:00,11.0,12.9,0.5,10.5,0.8,4.8,W,W,AVERAGE,5.8,4.95,1.0
2021-03-28 11:44:00,11.0,12.9,0.5,10.5,0.8,9.9,W,WNW,AVERAGE,6.0,4.93,1.0
2021-03-28 12:44:00,12.0,12.9,0.5,11.8,0.8,9.9,W,W,AVERAGE,5.8,3.9299999999999997,1.0
2021-03-28 13:44:00,15.0,12.9,0.5,15.4,0.9,4.8,SW,W,AVERAGE,5.7,2.9299999999999997,1.0
2021-03-28 14:44:00,15.0,12.8,0.5,15.4,0.8,4.5,SW,W,AVERAGE,5.5,1.93,0.9
2021-03-28 17:00:00,18.0,13.2,0.6,18.2,0.6,8.3,SW,W,SWELL,6.7,-0.09,0.8
2021-03-28 21:00:00,18.0,14.4,0.6,18.2,0.6,9.9,SSW,W,SWELL,7.8,4.755,0.8
2021-03-28 23:20:00,18.0,13.9,0.5,18.2,0.7,8.3,WSW,W,AVERAGE,5.3,4.92,0.8
2021-03-29 00:20:00,15.0,13.8,0.5,15.4,0.8,6.7,SW,W,AVERAGE,4.9,4.633333333333333,0.9
2021-03-09 22:06:00,18.0,13.1,0.6,18.2,0.9,4.2,SW,WNW,AVERAGE,4.8,0.1974999999999998,1.1
2021-03-29 02:20:00,18.0,13.1,0.6,18.2,0.9,4.2,SW,WNW,AVERAGE,4.8,2.6333333333333333,1.1
2021-03-29 03:20:00,5.0,12.9,0.5,16.7,1.0,4.5,SSW,W,VERY_STEEP,4.4,1.6333333333333335,1.1
2021-03-29 05:27:00,17.0,12.7,0.5,16.7,1.0,5.6,SSW,W,AVERAGE,4.6,0.16,1.1
2021-03-29 06:27:00,17.0,12.7,0.5,16.7,0.9,5.3,SSW,W,AVERAGE,5.0,1.4333333333333331,1.1
2021-03-29 07:27:00,18.0,12.8,0.5,18.2,1.1,5.9,SSW,W,AVERAGE,5.0,2.433333333333333,1.2
2021-03-29 08:27:00,18.0,12.9,0.5,18.2,1.1,6.2,SSW,W,AVERAGE,5.4,3.433333333333333,1.2
2021-03-29 09:27:00,17.0,12.9,0.5,16.7,1.0,6.2,SW,W,AVERAGE,5.3,4.433333333333333,1.1
2021-03-29 11:36:00,6.0,13.0,0.5,16.7,1.2,5.9,SW,W,STEEP,5.2,4.68,1.3
2021-03-29 12:36:00,6.0,13.1,0.4,16.7,1.4,5.9,SSW,W,VERY_STEEP,5.1,3.492,1.4
2021-03-29 13:36:00,5.0,13.0,0.5,16.7,1.4,5.3,SW,WNW,VERY_STEEP,5.2,2.492,1.5
2021-03-29 14:36:00,6.0,12.9,0.5,16.7,1.3,6.2,SSW,W,STEEP,5.3,1.492,1.4
2021-03-29 17:35:00,7.0,13.2,0.5,14.3,1.0,6.7,SSW,W,STEEP,5.4,0.37,1.1
2021-03-29 18:35:00,7.0,13.5,0.5,16.7,1.1,7.1,SSW,W,AVERAGE,5.6,2.028333333333333,1.1
2021-03-29 19:35:00,17.0,13.8,0.5,16.7,1.0,7.1,SSW,W,AVERAGE,6.1,3.028333333333333,1.1
2021-03-29 20:35:00,17.0,13.7,0.5,16.7,1.0,7.1,SW,W,AVERAGE,5.8,4.028333333333332,1.1
2021-03-29 21:35:00,6.0,13.6,0.4,15.4,1.2,5.9,SSW,WNW,STEEP,5.3,5.028333333333333,1.3
2021-03-29 23:52:00,6.0,13.4,0.4,14.3,1.6,5.6,SSW,WNW,VERY_STEEP,5.1,5.22,1.7
2021-03-30 00:52:00,6.0,13.2,0.5,15.4,1.8,6.2,SW,WNW,VERY_STEEP,5.1,5.126666666666666,1.8
2021-03-30 01:52:00,6.0,13.2,0.5,16.7,1.9,5.6,SSW,WNW,VERY_STEEP,5.2,4.126666666666667,2.0
2021-03-30 02:52:00,6.0,13.1,0.5,15.4,1.8,5.6,SSW,WNW,VERY_STEEP,5.0,3.126666666666667,1.8
2021-03-30 03:52:00,6.0,13.1,0.5,16.7,1.8,6.2,SSW,WNW,VERY_STEEP,5.2,2.126666666666667,1.8
2021-03-30 06:19:00,6.0,13.0,0.5,16.7,1.8,5.9,SSW,WNW,VERY_STEEP,5.1,-0.22,1.8
2021-03-30 07:19:00,5.0,12.9,0.5,14.3,1.6,5.3,SW,WNW,VERY_STEEP,5.2,1.0416666666666665,1.7
2021-03-30 08:19:00,6.0,12.9,0.6,16.7,1.7,6.2,SW,WNW,VERY_STEEP,5.6,2.0416666666666665,1.8
2021-03-30 09:19:00,8.0,12.9,0.6,15.4,1.6,7.7,WSW,W,AVERAGE,5.7,3.0416666666666665,1.7
2021-03-30 10:19:00,7.0,12.8,0.5,13.3,1.6,7.1,WSW,W,STEEP,5.8,4.041666666666667,1.6
2021-03-30 12:33:00,6.0,12.8,0.4,16.7,1.4,6.2,SSW,W,STEEP,5.8,4.29,1.4
2021-03-30 13:33:00,15.0,12.9,0.5,15.4,1.2,7.1,SW,W,AVERAGE,5.5,2.7419999999999995,1.3
2021-03-30 14:33:00,15.0,12.9,0.5,15.4,1.1,6.2,SW,W,AVERAGE,5.2,1.7419999999999995,1.2
2021-03-30 15:33:00,6.0,12.9,0.4,16.7,1.0,5.9,SSW,W,STEEP,5.2,0.7419999999999999,1.1
2021-03-30 18:11:00,15.0,13.1,0.5,15.4,0.9,7.7,SSW,W,AVERAGE,6.4,0.93,1.0
2021-03-30 19:11:00,14.0,13.3,0.5,14.3,0.8,9.1,SSW,W,AVERAGE,6.5,2.1566666666666667,1.0
2021-03-30 20:11:00,8.0,13.4,0.6,16.7,0.9,7.7,SSW,W,AVERAGE,7.0,3.1566666666666667,1.1
2021-03-30 21:11:00,12.0,13.8,0.6,11.8,0.9,8.3,WNW,W,AVERAGE,7.2,4.156666666666666,1.1
2021-03-30 22:11:00,7.0,14.4,0.6,18.2,1.0,7.1,SSW,W,AVERAGE,7.2,5.156666666666667,1.1
2021-03-31 00:29:00,17.0,14.7,0.5,16.7,0.9,7.7,SW,W,AVERAGE,6.3,5.41,1.0
2021-03-31 01:29:00,5.0,14.9,0.5,18.2,0.9,5.3,SSW,W,VERY_STEEP,6.0,5.426666666666667,1.0
2021-03-31 02:29:00,18.0,13.6,0.5,18.2,0.8,8.3,SSW,WNW,AVERAGE,6.5,4.426666666666667,1.0
2021-03-31 03:29:00,18.0,14.0,0.5,18.2,0.7,9.9,SSW,WNW,AVERAGE,6.3,3.4266666666666667,0.8
2021-03-31 04:29:00,15.0,13.9,0.6,15.4,0.7,9.1,SSW,WNW,AVERAGE,7.3,2.4266666666666667,0.9
2021-03-31 07:15:00,15.0,13.7,0.6,15.4,0.6,7.1,SSW,W,SWELL,8.2,-0.45,0.9
2021-03-31 08:15:00,14.0,13.4,0.6,14.3,0.7,8.3,SSW,W,AVERAGE,8.2,0.5666666666666669,0.8
2021-03-31 09:15:00,15.0,13.5,0.7,15.4,0.7,7.1,SSW,W,SWELL,8.5,1.5666666666666669,0.9
2021-03-31 10:15:00,13.0,13.8,0.6,12.5,0.7,7.1,W,W,AVERAGE,8.1,2.566666666666667,0.9
2021-03-31 11:15:00,15.0,13.4,0.6,15.4,0.7,7.1,SSW,W,AVERAGE,7.4,3.566666666666667,0.9
2021-03-31 13:38:00,15.0,13.3,0.5,15.4,0.7,7.7,SW,W,AVERAGE,7.0,3.85,0.9
2021-03-31 14:38:00,17.0,13.2,0.6,16.7,0.8,9.1,SSW,W,AVERAGE,7.5,1.9460000000000002,1.0
2021-03-31 15:38:00,12.0,13.2,0.6,11.8,0.7,9.9,WNW,WNW,AVERAGE,7.1,0.9460000000000002,0.9
2021-03-31 16:38:00,15.0,13.3,0.6,15.4,0.7,9.1,SSW,W,AVERAGE,7.6,0.05400000000000005,0.9
2021-03-31 18:49:00,18.0,13.8,0.6,18.2,0.6,7.1,SSW,W,SWELL,8.5,1.52,0.9
